Time (min)	Value (mAU)
15.415	-0.226448
15.416667	-0.227901
15.418333	-0.230272
15.42	-0.232617
15.421667	-0.233848
15.423333	-0.233532
15.425	-0.23199
15.426667	-0.230191
15.428333	-0.229366
15.43	-0.230192
15.431667	-0.232307
15.433333	-0.234631
15.435	-0.236075
15.436667	-0.236036
15.438333	-0.23447
15.44	-0.231894
15.441667	-0.229382
15.443333	-0.228109
15.445	-0.228609
15.446667	-0.230598
15.448333	-0.233621
15.45	-0.237297
15.451667	-0.240795
15.453333	-0.24317
15.455	-0.244446
15.456667	-0.245383
15.458333	-0.246273
15.46	-0.246702
15.461667	-0.24613
15.463333	-0.244418
15.465	-0.241975
15.466667	-0.239209
15.468333	-0.23625
15.47	-0.23345
15.471667	-0.23144
15.473333	-0.230576
15.475	-0.230678
15.476667	-0.230828
15.478333	-0.229641
15.48	-0.226642
15.481667	-0.223206
15.483333	-0.221538
15.485	-0.222435
15.486667	-0.224317
15.488333	-0.225206
15.49	-0.224847
15.491667	-0.223957
15.493333	-0.222927
15.495	-0.221899
15.496667	-0.221064
15.498333	-0.220805
15.5	-0.221837
15.501667	-0.224785
15.503333	-0.229341
15.505	-0.234073
15.506667	-0.237251
15.508333	-0.238258
15.51	-0.238205
15.511667	-0.238671
15.513333	-0.240192
15.515	-0.241995
15.516667	-0.242481
15.518333	-0.240341
15.52	-0.236044
15.521667	-0.231857
15.523333	-0.230056
15.525	-0.231211
15.526667	-0.234063
15.528333	-0.236941
15.53	-0.238771
15.531667	-0.238757
15.533333	-0.236645
15.535	-0.233514
15.536667	-0.231084
15.538333	-0.23011
15.54	-0.230122
15.541667	-0.230635
15.543333	-0.231869
15.545	-0.234035
15.546667	-0.236544
15.548333	-0.238439
15.55	-0.23905
15.551667	-0.237894
15.553333	-0.234634
15.555	-0.229615
15.556667	-0.224298
15.558333	-0.220872
15.56	-0.220914
15.561667	-0.223897
15.563333	-0.227484
15.565	-0.229767
15.566667	-0.230635
15.568333	-0.231142
15.57	-0.23224
15.571667	-0.23392
15.573333	-0.235427
15.575	-0.23638
15.576667	-0.237289
15.578333	-0.238664
15.58	-0.240321
15.581667	-0.241909
15.583333	-0.243317
15.585	-0.244467
15.586667	-0.245263
15.588333	-0.245575
15.59	-0.245426
15.591667	-0.245297
15.593333	-0.245498
15.595	-0.245348
15.596667	-0.244011
15.598333	-0.241837
15.6	-0.239967
15.601667	-0.238983
15.603333	-0.238226
15.605	-0.236358
15.606667	-0.232757
15.608333	-0.228204
15.61	-0.224216
15.611667	-0.222247
15.613333	-0.22324
15.615	-0.22694
15.616667	-0.231385
15.618333	-0.23375
15.62	-0.232397
15.621667	-0.228079
15.623333	-0.222845
15.625	-0.21837
15.626667	-0.215757
15.628333	-0.215686
15.63	-0.217816
15.631667	-0.22065
15.633333	-0.22262
15.635	-0.223217
15.636667	-0.222842
15.638333	-0.221748
15.64	-0.219984
15.641667	-0.218268
15.643333	-0.217502
15.645	-0.217547
15.646667	-0.217606
15.648333	-0.217328
15.65	-0.216997
15.651667	-0.217283
15.653333	-0.218722
15.655	-0.221202
15.656667	-0.224576
15.658333	-0.229209
15.66	-0.235038
15.661667	-0.240854
15.663333	-0.244901
15.665	-0.245813
15.666667	-0.243348
15.668333	-0.238644
15.67	-0.233459
15.671667	-0.228935
15.673333	-0.225347
15.675	-0.222558
15.676667	-0.220448
15.678333	-0.219462
15.68	-0.220392
15.681667	-0.222999
15.683333	-0.225526
15.685	-0.22629
15.686667	-0.225297
15.688333	-0.223871
15.69	-0.223322
15.691667	-0.22416
15.693333	-0.225878
15.695	-0.227254
15.696667	-0.227159
15.698333	-0.225136
15.7	-0.221513
15.701667	-0.217734
15.703333	-0.215965
15.705	-0.217099
15.706667	-0.219884
15.708333	-0.22257
15.71	-0.224285
15.711667	-0.224937
15.713333	-0.224883
15.715	-0.224598
15.716667	-0.224065
15.718333	-0.222513
15.72	-0.219488
15.721667	-0.216117
15.723333	-0.21413
15.725	-0.213667
15.726667	-0.213359
15.728333	-0.2124
15.73	-0.211152
15.731667	-0.210209
15.733333	-0.21014
15.735	-0.211234
15.736667	-0.212917
15.738333	-0.214265
15.74	-0.214748
15.741667	-0.214011
15.743333	-0.211721
15.745	-0.208264
15.746667	-0.205036
15.748333	-0.203213
15.75	-0.202693
15.751667	-0.202787
15.753333	-0.202909
15.755	-0.202557
15.756667	-0.20176
15.758333	-0.201255
15.76	-0.201742
15.761667	-0.203391
15.763333	-0.205679
15.765	-0.207433
15.766667	-0.207891
15.768333	-0.207394
15.77	-0.206755
15.771667	-0.206674
15.773333	-0.207145
15.775	-0.207323
15.776667	-0.206879
15.778333	-0.206599
15.78	-0.207153
15.781667	-0.208025
15.783333	-0.207901
15.785	-0.206338
15.786667	-0.20436
15.788333	-0.20285
15.79	-0.201751
15.791667	-0.201225
15.793333	-0.201854
15.795	-0.203437
15.796667	-0.204926
15.798333	-0.205533
15.8	-0.205394
15.801667	-0.205449
15.803333	-0.206653
15.805	-0.209121
15.806667	-0.21197
15.808333	-0.214114
15.81	-0.215207
15.811667	-0.215214
15.813333	-0.213519
15.815	-0.209722
15.816667	-0.204706
15.818333	-0.200134
15.82	-0.197316
15.821667	-0.196325
15.823333	-0.196251
15.825	-0.196699
15.826667	-0.198124
15.828333	-0.200317
15.83	-0.201867
15.831667	-0.201677
15.833333	-0.199808
15.835	-0.19661
15.836667	-0.19239
15.838333	-0.187971
15.84	-0.184641
15.841667	-0.183358
15.843333	-0.184101
15.845	-0.186139
15.846667	-0.18875
15.848333	-0.191485
15.85	-0.194106
15.851667	-0.196371
15.853333	-0.197832
15.855	-0.198037
15.856667	-0.196927
15.858333	-0.195269
15.86	-0.194584
15.861667	-0.195816
15.863333	-0.198272
15.865	-0.200267
15.866667	-0.200251
15.868333	-0.197465
15.87	-0.19246
15.871667	-0.187044
15.873333	-0.183296
15.875	-0.182374
15.876667	-0.18381
15.878333	-0.185968
15.88	-0.187743
15.881667	-0.189595
15.883333	-0.192526
15.885	-0.196453
15.886667	-0.200092
15.888333	-0.202238
15.89	-0.202619
15.891667	-0.20183
15.893333	-0.201091
15.895	-0.20143
15.896667	-0.202824
15.898333	-0.204568
15.9	-0.20597
15.901667	-0.206497
15.903333	-0.205844
15.905	-0.203955
15.906667	-0.201005
15.908333	-0.197615
15.91	-0.194899
15.911667	-0.19385
15.913333	-0.194688
15.915	-0.196944
15.916667	-0.199889
15.918333	-0.202651
15.92	-0.204576
15.921667	-0.206066
15.923333	-0.208185
15.925	-0.21094
15.926667	-0.213161
15.928333	-0.214186
15.93	-0.214304
15.931667	-0.213721
15.933333	-0.212295
15.935	-0.210223
15.936667	-0.208209
15.938333	-0.206761
15.94	-0.205789
15.941667	-0.205305
15.943333	-0.205944
15.945	-0.208005
15.946667	-0.210519
15.948333	-0.212092
15.95	-0.212259
15.951667	-0.211635
15.953333	-0.211343
15.955	-0.212291
15.956667	-0.214354
15.958333	-0.21641
15.96	-0.217579
15.961667	-0.218235
15.963333	-0.219345
15.965	-0.221364
15.966667	-0.224443
15.968333	-0.228746
15.97	-0.233551
15.971667	-0.236885
15.973333	-0.237023
15.975	-0.234016
15.976667	-0.229283
15.978333	-0.224483
15.98	-0.221341
15.981667	-0.221176
15.983333	-0.223818
15.985	-0.227786
15.986667	-0.231675
15.988333	-0.23485
15.99	-0.236881
15.991667	-0.236973
15.993333	-0.234349
15.995	-0.228874
15.996667	-0.22148
15.998333	-0.214294
16	-0.209542
16.001667	-0.207935
16.003333	-0.208695
16.005	-0.210897
16.006667	-0.213944
16.008333	-0.21694
16.01	-0.218576
16.011667	-0.218116
16.013333	-0.216433
16.015	-0.215473
16.016667	-0.216591
16.018333	-0.219856
16.02	-0.224269
16.021667	-0.228394
16.023333	-0.231354
16.025	-0.232952
16.026667	-0.233094
16.028333	-0.231934
16.03	-0.230212
16.031667	-0.228851
16.033333	-0.228529
16.035	-0.229649
16.036667	-0.232034
16.038333	-0.234926
16.04	-0.237513
16.041667	-0.238851
16.043333	-0.237827
16.045	-0.234034
16.046667	-0.228582
16.048333	-0.223625
16.05	-0.220878
16.051667	-0.220895
16.053333	-0.223143
16.055	-0.226224
16.056667	-0.228814
16.058333	-0.230571
16.06	-0.231726
16.061667	-0.232211
16.063333	-0.231967
16.065	-0.231565
16.066667	-0.231548
16.068333	-0.231849
16.07	-0.23246
16.071667	-0.233794
16.073333	-0.235959
16.075	-0.238429
16.076667	-0.240832
16.078333	-0.243399
16.08	-0.246388
16.081667	-0.249582
16.083333	-0.252507
16.085	-0.254712
16.086667	-0.255669
16.088333	-0.25503
16.09	-0.253148
16.091667	-0.25085
16.093333	-0.248782
16.095	-0.247528
16.096667	-0.247724
16.098333	-0.249124
16.1	-0.250377
16.101667	-0.250192
16.103333	-0.248086
16.105	-0.244301
16.106667	-0.239642
16.108333	-0.235352
16.11	-0.232612
16.111667	-0.231661
16.113333	-0.231912
16.115	-0.233254
16.116667	-0.236128
16.118333	-0.240058
16.12	-0.243433
16.121667	-0.244822
16.123333	-0.243653
16.125	-0.240209
16.126667	-0.235814
16.128333	-0.232364
16.13	-0.231042
16.131667	-0.232028
16.133333	-0.235095
16.135	-0.239828
16.136667	-0.245447
16.138333	-0.250354
16.14	-0.252708
16.141667	-0.252204
16.143333	-0.250396
16.145	-0.249248
16.146667	-0.250073
16.148333	-0.25332
16.15	-0.258514
16.151667	-0.26421
16.153333	-0.268623
16.155	-0.270733
16.156667	-0.270433
16.158333	-0.26825
16.16	-0.265274
16.161667	-0.26259
16.163333	-0.260848
16.165	-0.260435
16.166667	-0.26135
16.168333	-0.262912
16.17	-0.264111
16.171667	-0.264264
16.173333	-0.263286
16.175	-0.26169
16.176667	-0.260383
16.178333	-0.259974
16.18	-0.260237
16.181667	-0.260535
16.183333	-0.260414
16.185	-0.259537
16.186667	-0.257735
16.188333	-0.255397
16.19	-0.253385
16.191667	-0.252335
16.193333	-0.252019
16.195	-0.251995
16.196667	-0.25266
16.198333	-0.254585
16.2	-0.257376
16.201667	-0.260219
16.203333	-0.262605
16.205	-0.264038
16.206667	-0.264255
16.208333	-0.263736
16.21	-0.263019
16.211667	-0.262003
16.213333	-0.260427
16.215	-0.25854
16.216667	-0.25726
16.218333	-0.257451
16.22	-0.258823
16.221667	-0.260475
16.223333	-0.262135
16.225	-0.263397
16.226667	-0.262943
16.228333	-0.260115
16.23	-0.256101
16.231667	-0.252691
16.233333	-0.250679
16.235	-0.249791
16.236667	-0.249465
16.238333	-0.249468
16.24	-0.250024
16.241667	-0.25133
16.243333	-0.253035
16.245	-0.254093
16.246667	-0.253189
16.248333	-0.249891
16.25	-0.245488
16.251667	-0.242325
16.253333	-0.241945
16.255	-0.244107
16.256667	-0.247623
16.258333	-0.251163
16.26	-0.253232
16.261667	-0.252558
16.263333	-0.249217
16.265	-0.244902
16.266667	-0.241293
16.268333	-0.238713
16.27	-0.236937
16.271667	-0.235927
16.273333	-0.23548
16.275	-0.235316
16.276667	-0.23537
16.278333	-0.235475
16.28	-0.235258
16.281667	-0.234603
16.283333	-0.233764
16.285	-0.232839
16.286667	-0.23158
16.288333	-0.229946
16.29	-0.228558
16.291667	-0.228703
16.293333	-0.23156
16.295	-0.236813
16.296667	-0.24243
16.298333	-0.246268
16.3	-0.247432
16.301667	-0.246322
16.303333	-0.244112
16.305	-0.241871
16.306667	-0.23986
16.308333	-0.237714
16.31	-0.235096
16.311667	-0.232061
16.313333	-0.229082
16.315	-0.226947
16.316667	-0.226321
16.318333	-0.22726
16.32	-0.229384
16.321667	-0.232112
16.323333	-0.234603
16.325	-0.236132
16.326667	-0.236504
16.328333	-0.235588
16.33	-0.232883
16.331667	-0.228272
16.333333	-0.222722
16.335	-0.217749
16.336667	-0.214674
16.338333	-0.214072
16.34	-0.215211
16.341667	-0.216554
16.343333	-0.217248
16.345	-0.217878
16.346667	-0.219579
16.348333	-0.22242
16.35	-0.225165
16.351667	-0.22674
16.353333	-0.227351
16.355	-0.227983
16.356667	-0.229127
16.358333	-0.230363
16.36	-0.231011
16.361667	-0.230596
16.363333	-0.228811
16.365	-0.225622
16.366667	-0.221439
16.368333	-0.21696
16.37	-0.213118
16.371667	-0.210912
16.373333	-0.210576
16.375	-0.211029
16.376667	-0.210614
16.378333	-0.208631
16.38	-0.206154
16.381667	-0.204943
16.383333	-0.205535
16.385	-0.206838
16.386667	-0.207426
16.388333	-0.206787
16.39	-0.205423
16.391667	-0.204054
16.393333	-0.203188
16.395	-0.203299
16.396667	-0.204546
16.398333	-0.206259
16.4	-0.207273
16.401667	-0.207065
16.403333	-0.206233
16.405	-0.205556
16.406667	-0.205095
16.408333	-0.204282
16.41	-0.202397
16.411667	-0.19942
16.413333	-0.196334
16.415	-0.193902
16.416667	-0.192012
16.418333	-0.190474
16.42	-0.189388
16.421667	-0.188775
16.423333	-0.18839
16.425	-0.188128
16.426667	-0.188108
16.428333	-0.187995
16.43	-0.187296
16.431667	-0.186231
16.433333	-0.185369
16.435	-0.184771
16.436667	-0.183919
16.438333	-0.182733
16.44	-0.182151
16.441667	-0.182687
16.443333	-0.183416
16.445	-0.18352
16.446667	-0.183452
16.448333	-0.18364
16.45	-0.183431
16.451667	-0.181756
16.453333	-0.178154
16.455	-0.173526
16.456667	-0.169919
16.458333	-0.168993
16.46	-0.170709
16.461667	-0.173464
16.463333	-0.175361
16.465	-0.175406
16.466667	-0.173826
16.468333	-0.171464
16.47	-0.168762
16.471667	-0.165597
16.473333	-0.162184
16.475	-0.15946
16.476667	-0.158197
16.478333	-0.158368
16.48	-0.159639
16.481667	-0.161783
16.483333	-0.164543
16.485	-0.167715
16.486667	-0.171122
16.488333	-0.174135
16.49	-0.175764
16.491667	-0.175544
16.493333	-0.174015
16.495	-0.172056
16.496667	-0.170038
16.498333	-0.167875
16.5	-0.165372
16.501667	-0.162443
16.503333	-0.159402
16.505	-0.156892
16.506667	-0.155452
16.508333	-0.155202
16.51	-0.155654
16.511667	-0.155795
16.513333	-0.154651
16.515	-0.151986
16.516667	-0.148381
16.518333	-0.144805
16.52	-0.14214
16.521667	-0.140704
16.523333	-0.139871
16.525	-0.138487
16.526667	-0.136332
16.528333	-0.134386
16.53	-0.133271
16.531667	-0.132857
16.533333	-0.133071
16.535	-0.133775
16.536667	-0.13437
16.538333	-0.134171
16.54	-0.133149
16.541667	-0.131907
16.543333	-0.13087
16.545	-0.12985
16.546667	-0.128265
16.548333	-0.125535
16.55	-0.121544
16.551667	-0.117155
16.553333	-0.114044
16.555	-0.113284
16.556667	-0.114215
16.558333	-0.115137
16.56	-0.114869
16.561667	-0.113294
16.563333	-0.110923
16.565	-0.108494
16.566667	-0.106623
16.568333	-0.105407
16.57	-0.104318
16.571667	-0.102712
16.573333	-0.100652
16.575	-0.099094
16.576667	-0.099198
16.578333	-0.101285
16.58	-0.104384
16.581667	-0.106804
16.583333	-0.107096
16.585	-0.104866
16.586667	-0.101053
16.588333	-0.097515
16.59	-0.09624
16.591667	-0.09811
16.593333	-0.101976
16.595	-0.105482
16.596667	-0.10679
16.598333	-0.105294
16.6	-0.101432
16.601667	-0.096525
16.603333	-0.09231
16.605	-0.089905
16.606667	-0.089239
16.608333	-0.089229
16.61	-0.088436
16.611667	-0.086117
16.613333	-0.082733
16.615	-0.079654
16.616667	-0.078309
16.618333	-0.078957
16.62	-0.08067
16.621667	-0.082828
16.623333	-0.085876
16.625	-0.090496
16.626667	-0.09627
16.628333	-0.101508
16.63	-0.104526
16.631667	-0.104812
16.633333	-0.103207
16.635	-0.101224
16.636667	-0.099725
16.638333	-0.098355
16.64	-0.096328
16.641667	-0.092961
16.643333	-0.088101
16.645	-0.082958
16.646667	-0.079453
16.648333	-0.078236
16.65	-0.078197
16.651667	-0.077875
16.653333	-0.076768
16.655	-0.075546
16.656667	-0.075118
16.658333	-0.075479
16.66	-0.075888
16.661667	-0.076083
16.663333	-0.07669
16.665	-0.078172
16.666667	-0.079872
16.668333	-0.080629
16.67	-0.079896
16.671667	-0.078105
16.673333	-0.076511
16.675	-0.07624
16.676667	-0.077132
16.678333	-0.077979
16.68	-0.077871
16.681667	-0.077009
16.683333	-0.076316
16.685	-0.076471
16.686667	-0.077302
16.688333	-0.078091
16.69	-0.078432
16.691667	-0.078307
16.693333	-0.077303
16.695	-0.074564
16.696667	-0.069822
16.698333	-0.064038
16.7	-0.058809
16.701667	-0.055543
16.703333	-0.05489
16.705	-0.056011
16.706667	-0.05727
16.708333	-0.058284
16.71	-0.059866
16.711667	-0.061933
16.713333	-0.063076
16.715	-0.062424
16.716667	-0.060599
16.718333	-0.058467
16.72	-0.056211
16.721667	-0.054018
16.723333	-0.052538
16.725	-0.052275
16.726667	-0.052986
16.728333	-0.054026
16.73	-0.055144
16.731667	-0.05647
16.733333	-0.058133
16.735	-0.060295
16.736667	-0.062811
16.738333	-0.064868
16.74	-0.065687
16.741667	-0.065287
16.743333	-0.064259
16.745	-0.063178
16.746667	-0.062192
16.748333	-0.060918
16.75	-0.058885
16.751667	-0.056304
16.753333	-0.054219
16.755	-0.053577
16.756667	-0.054504
16.758333	-0.0566
16.76	-0.059301
16.761667	-0.062042
16.763333	-0.064628
16.765	-0.067144
16.766667	-0.068992
16.768333	-0.068683
16.77	-0.065365
16.771667	-0.060165
16.773333	-0.055527
16.775	-0.053387
16.776667	-0.054046
16.778333	-0.056299
16.78	-0.058402
16.781667	-0.059477
16.783333	-0.060158
16.785	-0.061501
16.786667	-0.063635
16.788333	-0.065988
16.79	-0.068045
16.791667	-0.069217
16.793333	-0.068905
16.795	-0.067147
16.796667	-0.064675
16.798333	-0.062461
16.8	-0.061535
16.801667	-0.062788
16.803333	-0.066044
16.805	-0.06952
16.806667	-0.071365
16.808333	-0.071467
16.81	-0.071197
16.811667	-0.072006
16.813333	-0.074382
16.815	-0.07782
16.816667	-0.081585
16.818333	-0.085079
16.82	-0.087446
16.821667	-0.087929
16.823333	-0.086819
16.825	-0.08513
16.826667	-0.083619
16.828333	-0.082756
16.83	-0.08285
16.831667	-0.083509
16.833333	-0.083645
16.835	-0.082674
16.836667	-0.081219
16.838333	-0.080347
16.84	-0.080786
16.841667	-0.08296
16.843333	-0.086842
16.845	-0.091576
16.846667	-0.095693
16.848333	-0.098098
16.85	-0.098785
16.851667	-0.098393
16.853333	-0.097409
16.855	-0.096107
16.856667	-0.094835
16.858333	-0.093874
16.86	-0.093209
16.861667	-0.092706
16.863333	-0.092365
16.865	-0.092515
16.866667	-0.093698
16.868333	-0.095995
16.87	-0.098661
16.871667	-0.100792
16.873333	-0.102234
16.875	-0.103885
16.876667	-0.107202
16.878333	-0.112894
16.88	-0.119738
16.881667	-0.125039
16.883333	-0.126704
16.885	-0.124968
16.886667	-0.121811
16.888333	-0.118845
16.89	-0.116522
16.891667	-0.115093
16.893333	-0.115057
16.895	-0.116534
16.896667	-0.118978
16.898333	-0.121579
16.9	-0.123716
16.901667	-0.125211
16.903333	-0.126384
16.905	-0.127816
16.906667	-0.129941
16.908333	-0.132846
16.91	-0.136325
16.911667	-0.139851
16.913333	-0.142639
16.915	-0.144384
16.916667	-0.145576
16.918333	-0.146531
16.92	-0.147051
16.921667	-0.147163
16.923333	-0.147549
16.925	-0.149303
16.926667	-0.152864
16.928333	-0.157049
16.93	-0.159757
16.931667	-0.159947
16.933333	-0.15884
16.935	-0.158771
16.936667	-0.16076
16.938333	-0.163792
16.94	-0.166657
16.941667	-0.16935
16.943333	-0.172029
16.945	-0.174048
16.946667	-0.174949
16.948333	-0.175406
16.95	-0.176537
16.951667	-0.178811
16.953333	-0.18177
16.955	-0.184293
16.956667	-0.185297
16.958333	-0.184373
16.96	-0.182058
16.961667	-0.179937
16.963333	-0.179903
16.965	-0.182652
16.966667	-0.186974
16.968333	-0.190701
16.97	-0.192221
16.971667	-0.191126
16.973333	-0.188217
16.975	-0.185081
16.976667	-0.183198
16.978333	-0.183413
16.98	-0.185619
16.981667	-0.188505
16.983333	-0.190469
16.985	-0.191125
16.986667	-0.191555
16.988333	-0.193125
16.99	-0.196484
16.991667	-0.201442
16.993333	-0.206661
16.995	-0.209831
16.996667	-0.209512
16.998333	-0.206503
17	-0.202826
17.001667	-0.20009
17.003333	-0.199005
17.005	-0.199446
17.006667	-0.200463
17.008333	-0.201001
17.01	-0.201102
17.011667	-0.201757
17.013333	-0.203676
17.015	-0.2069
17.016667	-0.211101
17.018333	-0.215735
17.02	-0.21995
17.021667	-0.222528
17.023333	-0.222619
17.025	-0.220429
17.026667	-0.216689
17.028333	-0.212303
17.03	-0.208617
17.031667	-0.206836
17.033333	-0.207267
17.035	-0.20958
17.036667	-0.213218
17.038333	-0.217271
17.04	-0.22064
17.041667	-0.222685
17.043333	-0.223427
17.045	-0.223437
17.046667	-0.223586
17.048333	-0.224337
17.05	-0.225663
17.051667	-0.227757
17.053333	-0.231014
17.055	-0.23529
17.056667	-0.239521
17.058333	-0.242187
17.06	-0.242433
17.061667	-0.240892
17.063333	-0.239302
17.065	-0.239037
17.066667	-0.240024
17.068333	-0.241034
17.07	-0.240863
17.071667	-0.239561
17.073333	-0.238368
17.075	-0.238379
17.076667	-0.239654
17.078333	-0.24127
17.08	-0.241952
17.081667	-0.241095
17.083333	-0.239442
17.085	-0.238482
17.086667	-0.239053
17.088333	-0.240821
17.09	-0.243035
17.091667	-0.245002
17.093333	-0.245735
17.095	-0.244275
17.096667	-0.241054
17.098333	-0.238172
17.1	-0.237747
17.101667	-0.240423
17.103333	-0.245278
17.105	-0.250466
17.106667	-0.254407
17.108333	-0.256672
17.11	-0.25737
17.111667	-0.256575
17.113333	-0.25484
17.115	-0.25339
17.116667	-0.253465
17.118333	-0.255418
17.12	-0.258606
17.121667	-0.262253
17.123333	-0.266008
17.125	-0.269701
17.126667	-0.272951
17.128333	-0.275299
17.13	-0.276497
17.131667	-0.276348
17.133333	-0.275055
17.135	-0.273609
17.136667	-0.272855
17.138333	-0.272744
17.14	-0.273061
17.141667	-0.273986
17.143333	-0.275382
17.145	-0.276441
17.146667	-0.276682
17.148333	-0.276412
17.15	-0.276076
17.151667	-0.27593
17.153333	-0.276183
17.155	-0.276971
17.156667	-0.278097
17.158333	-0.27891
17.16	-0.278674
17.161667	-0.277118
17.163333	-0.27464
17.165	-0.27208
17.166667	-0.270271
17.168333	-0.269838
17.17	-0.271052
17.171667	-0.273481
17.173333	-0.276304
17.175	-0.279015
17.176667	-0.281448
17.178333	-0.283494
17.18	-0.28505
17.181667	-0.28607
17.183333	-0.286515
17.185	-0.286116
17.186667	-0.284518
17.188333	-0.281919
17.19	-0.279269
17.191667	-0.27762
17.193333	-0.277458
17.195	-0.27847
17.196667	-0.27984
17.198333	-0.280999
17.2	-0.281888
17.201667	-0.28237
17.203333	-0.281989
17.205	-0.280567
17.206667	-0.278607
17.208333	-0.276849
17.21	-0.27549
17.211667	-0.274094
17.213333	-0.272373
17.215	-0.270564
17.216667	-0.268931
17.218333	-0.267358
17.22	-0.265473
17.221667	-0.263376
17.223333	-0.262035
17.225	-0.262366
17.226667	-0.264323
17.228333	-0.267417
17.23	-0.271565
17.231667	-0.276784
17.233333	-0.282061
17.235	-0.285502
17.236667	-0.286324
17.238333	-0.28584
17.24	-0.285964
17.241667	-0.287682
17.243333	-0.290866
17.245	-0.294419
17.246667	-0.296807
17.248333	-0.297327
17.25	-0.296459
17.251667	-0.294765
17.253333	-0.292462
17.255	-0.290213
17.256667	-0.288962
17.258333	-0.2884
17.26	-0.286945
17.261667	-0.283914
17.263333	-0.280378
17.265	-0.2779
17.266667	-0.277608
17.268333	-0.279866
17.27	-0.283887
17.271667	-0.288221
17.273333	-0.291777
17.275	-0.294169
17.276667	-0.295494
17.278333	-0.296136
17.28	-0.296734
17.281667	-0.297997
17.283333	-0.300117
17.285	-0.302382
17.286667	-0.303665
17.288333	-0.303333
17.29	-0.301845
17.291667	-0.300698
17.293333	-0.301316
17.295	-0.303545
17.296667	-0.305743
17.298333	-0.306498
17.3	-0.30557
17.301667	-0.303401
17.303333	-0.30062
17.305	-0.297891
17.306667	-0.295921
17.308333	-0.295357
17.31	-0.296615
17.311667	-0.299874
17.313333	-0.304685
17.315	-0.309653
17.316667	-0.31319
17.318333	-0.314596
17.32	-0.314287
17.321667	-0.31314
17.323333	-0.311528
17.325	-0.309048
17.326667	-0.305619
17.328333	-0.302378
17.33	-0.300672
17.331667	-0.300721
17.333333	-0.301679
17.335	-0.302481
17.336667	-0.302878
17.338333	-0.304114
17.34	-0.307565
17.341667	-0.312597
17.343333	-0.316969
17.345	-0.318957
17.346667	-0.318239
17.348333	-0.31521
17.35	-0.310381
17.351667	-0.304759
17.353333	-0.299834
17.355	-0.296565
17.356667	-0.295288
17.358333	-0.296349
17.36	-0.29954
17.361667	-0.303445
17.363333	-0.306141
17.365	-0.306449
17.366667	-0.304788
17.368333	-0.302843
17.37	-0.302171
17.371667	-0.30313
17.373333	-0.3051
17.375	-0.307415
17.376667	-0.309428
17.378333	-0.310233
17.38	-0.309654
17.381667	-0.308859
17.383333	-0.309058
17.385	-0.310638
17.386667	-0.31354
17.388333	-0.317091
17.39	-0.319954
17.391667	-0.321169
17.393333	-0.32072
17.395	-0.319336
17.396667	-0.31805
17.398333	-0.317462
17.4	-0.317536
17.401667	-0.318185
17.403333	-0.319476
17.405	-0.321056
17.406667	-0.32205
17.408333	-0.322142
17.41	-0.322042
17.411667	-0.322268
17.413333	-0.32251
17.415	-0.322459
17.416667	-0.322217
17.418333	-0.322022
17.42	-0.321951
17.421667	-0.32175
17.423333	-0.321359
17.425	-0.321587
17.426667	-0.323383
17.428333	-0.326391
17.43	-0.329025
17.431667	-0.329897
17.433333	-0.328973
17.435	-0.327475
17.436667	-0.326345
17.438333	-0.325282
17.44	-0.323806
17.441667	-0.322221
17.443333	-0.321032
17.445	-0.320066
17.446667	-0.318584
17.448333	-0.316275
17.45	-0.313757
17.451667	-0.312006
17.453333	-0.311694
17.455	-0.313082
17.456667	-0.315999
17.458333	-0.319264
17.46	-0.320707
17.461667	-0.318995
17.463333	-0.315117
17.465	-0.311334
17.466667	-0.309286
17.468333	-0.309552
17.47	-0.311925
17.471667	-0.315298
17.473333	-0.318301
17.475	-0.320515
17.476667	-0.322383
17.478333	-0.32406
17.48	-0.325026
17.481667	-0.324839
17.483333	-0.323743
17.485	-0.322308
17.486667	-0.320819
17.488333	-0.319299
17.49	-0.317948
17.491667	-0.317527
17.493333	-0.319015
17.495	-0.322417
17.496667	-0.32639
17.498333	-0.329434
17.5	-0.33086
17.501667	-0.330751
17.503333	-0.329826
17.505	-0.329082
17.506667	-0.329235
17.508333	-0.330774
17.51	-0.333872
17.511667	-0.337753
17.513333	-0.341156
17.515	-0.34339
17.516667	-0.343957
17.518333	-0.34227
17.52	-0.338793
17.521667	-0.335202
17.523333	-0.332986
17.525	-0.332646
17.526667	-0.333772
17.528333	-0.335452
17.53	-0.336838
17.531667	-0.33734
17.533333	-0.336671
17.535	-0.335168
17.536667	-0.333827
17.538333	-0.333503
17.54	-0.333956
17.541667	-0.334101
17.543333	-0.333387
17.545	-0.332623
17.546667	-0.332948
17.548333	-0.334092
17.55	-0.334468
17.551667	-0.333092
17.553333	-0.330568
17.555	-0.328294
17.556667	-0.327417
17.558333	-0.328208
17.56	-0.329728
17.561667	-0.330294
17.563333	-0.328876
17.565	-0.325948
17.566667	-0.322701
17.568333	-0.31997
17.57	-0.318151
17.571667	-0.317479
17.573333	-0.318065
17.575	-0.319784
17.576667	-0.322292
17.578333	-0.32513
17.58	-0.327664
17.581667	-0.329478
17.583333	-0.331184
17.585	-0.333931
17.586667	-0.337709
17.588333	-0.341122
17.59	-0.343128
17.591667	-0.343924
17.593333	-0.343881
17.595	-0.342614
17.596667	-0.339558
17.598333	-0.335223
